filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,percussive_mean,percussive_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,spectral_flatness_mean,spectral_flatness_var,label
blues.00010.wav,661794,0.3039933,0.09470294,0.14286506,0.009200277,1409.9552556449528,205666.83869504117,1512.310265153822,145008.8050972316,2765.9008052675463,1427843.9419451917,0.06295882576856149,0.0004415341143935523,-0.000111032365,0.021768108,8.6663604e-05,0.003975489,161.4990234375,-173.7925,8144.119,137.1867,1083.6904,-23.724049,1028.6711,26.978436,495.54825,-16.657696,289.8266,4.1808825,160.65875,-12.55993,150.32727,5.8321843,82.517265,-2.8743188,108.608284,-1.1974189,65.7822,-1.9548353,55.650692,1.8015007,57.919132,-2.9896476,93.91384,-1.8666562,40.12172,-0.79274285,49.72379,-3.0159667,63.069183,-0.44005367,57.073315,-1.9945513,55.658478,-0.7484699,47.18049,-4.991314,46.59056,0.0012445971,3.836486e-06,blues
blues.00011.wav,661794,0.36715207,0.102328755,0.06574069,0.0024999103,1352.6596654421637,512135.08985637454,1756.7797951648831,220626.7919778174,2880.7778626196346,2933408.1822738056,0.043930584759280744,0.0018957123722602104,8.720841e-06,0.005011768,-1.42268245e-05,0.0006336736,161.4990234375,-287.92374,5931.473,124.01875,996.15015,5.469892,302.20886,33.65741,344.62018,1.0954971,441.34973,14.705335,235.38228,-4.8770084,149.72423,8.670525,189.38527,0.7854051,148.72995,6.579526,114.262566,-4.874974,93.7797,-3.1782238,84.17618,-5.5361576,65.99601,-6.7844357,60.725403,-2.6481564,55.425777,-2.9945593,54.57681,-3.3868177,39.840645,-1.8526473,46.749706,1.8399631,37.066483,-4.890804,28.149181,0.003280785,7.577495e-05,blues
blues.00012.wav,661794,0.26939112,0.09390166,0.119046055,0.0040527973,1360.6411972395076,257065.3900102305,1567.56522502218,45236.5113641163,2738.6387375833815,952898.8673584291,0.06909500676720805,0.002380562343826463,-2.8978327e-06,0.012530157,-5.9116108e-05,0.002633025,92.28515625,-207.22331,4575.4824,132.83055,666.28986,-15.4288435,934.8248,60.970932,331.48038,0.729872,313.28357,12.437648,101.28254,1.1827995,108.57788,-1.5466231,111.48052,-17.879436,96.592636,8.352729,95.0618,-2.4581614,139.6365,-0.60338473,92.78259,0.38596064,86.47475,2.5995464,53.72136,-5.1792665,45.84482,-9.523479,69.269066,-9.242836,63.717422,-2.8550277,68.79476,-1.4271617,112.2191,-5.931978,91.43898,0.0007674355,1.1607677e-06,blues
blues.00013.wav,661794,0.26471284,0.09117574,0.11316983,0.004188918,1324.2932181481017,171474.99311974036,1828.0392544027388,78278.56675801503,2710.269200442285,1074400.2790944183,0.0514017032820959,0.001255387820866968,-1.6039487e-05,0.012680719,-6.104674e-05,0.0016045792,107.666015625,-209.82616,1969.7921,124.46322,541.6416,10.342454,662.9674,47.010914,148.648,6.5081253,102.07473,15.410518,146.40341,-2.0051074,69.79352,6.7065654,76.44962,-21.557632,96.331665,10.718407,95.9482,-5.5236883,90.61989,-2.1998053,59.181625,-3.0348647,52.441475,8.644537,71.7405,-0.3037208,68.46069,-0.6379488,88.57669,-2.9384265,97.40619,-1.7045164,104.26873,-1.7681892,88.868355,-7.762181,113.92415,0.0011908822,1.5895912e-06,blues
blues.00014.wav,661794,0.32903633,0.108111456,0.06705453,0.00271697,1171.8482269140322,147278.54589291432,1705.5192986171533,96584.44336663422,2344.2463815073957,877596.5561965703,0.045036675850734724,0.001559970831725131,-0.00011895811,0.0047170604,-0.00019733339,0.001199741,151.99908088235293,-305.65472,8194.195,113.08634,683.2162,12.114428,1462.4244,45.03371,224.94577,17.762825,250.13397,14.573329,154.89478,4.159429,157.22366,0.21354479,167.2481,-7.0269957,97.6479,13.641992,76.816795,8.929174,89.87432,1.3030064,62.808453,5.961251,64.339775,8.549222,76.02554,1.1246064,137.07758,0.60269326,67.75411,0.054863054,96.66858,-3.722265,65.74513,-0.99496937,89.35257,-1.8002892,113.52055,0.00047074247,1.475755e-07,blues
blues.00015.wav,661794,0.2696904,0.09498938,0.08062402,0.0028289724,1420.3651651340072,199958.97848447433,1731.1642811796812,81354.26151039774,2929.964494815835,700098.9740263968,0.06370125495456304,0.0019409896600481654,-1.2580317e-05,0.0047246767,-8.701205e-05,0.0023355626,99.38401442307692,-238.51553,4378.724,120.110176,728.7023,-4.2293587,978.7587,42.2907,383.4175,5.928563,298.76227,13.917268,117.41575,5.3578677,119.506,1.8955575,143.87636,-16.936676,89.84028,12.350621,76.24281,3.9459798,81.62144,-1.3935845,60.978745,0.01928522,60.573135,3.588397,89.43311,-4.50091,101.889694,-5.540558,77.41077,-6.8874693,93.530945,-4.8232512,65.716705,1.7473668,78.390366,-1.8821969,131.13828,0.0011032508,1.2493764e-06,blues
blues.00016.wav,661794,0.30418554,0.09849298,0.08147175,0.0026410432,1454.9639409753456,152317.12353184872,1825.7979596938358,116774.73569914466,3009.460817412268,1010620.0146504345,0.06134406117072699,0.0014187982635001817,-2.3538501e-05,0.0045072064,-0.000109743494,0.0024151495,103.359375,-233.7591,4963.079,120.67514,562.091,-3.1748059,1207.6262,39.518482,396.66943,3.8183367,285.4164,18.837141,156.15883,-3.6778173,100.501884,4.4331384,111.43026,-14.965527,101.54398,17.578217,102.210724,1.8418716,108.620384,2.549422,66.49481,-1.2331676,65.03624,8.439486,64.93505,-0.20189792,59.209625,-3.8945017,77.96649,-4.4568505,82.935326,0.009554126,85.94293,1.2930309,83.5675,-2.0980818,100.87409,0.0013008594,1.2783167e-06,blues
blues.00017.wav,661794,0.30212402,0.093345694,0.09330608,0.0021507666,1088.8442297527458,231640.77780551478,1410.9842594209651,69795.44290931796,2134.9929420134863,1081720.0846632489,0.048326248912412995,0.0008451654661521953,-1.1938786e-05,0.006776456,-7.666246e-05,0.0015224019,161.4990234375,-245.69937,5194.902,140.49109,800.31006,-2.7897542,796.6677,60.431435,360.12692,18.919052,235.67343,9.829609,99.66451,3.5591462,118.57577,0.5153716,93.45031,-16.387682,129.2737,6.627509,105.24873,7.2592144,96.80113,-4.014427,71.38733,1.602121,72.9658,5.8950095,78.66835,-3.0214694,55.99705,-4.773669,58.393814,-3.0309892,65.70928,-1.9940876,65.00969,-0.046753615,62.942818,-3.9712281,64.71929,0.00046003782,3.7629243e-07,blues
blues.00018.wav,661794,0.2699323,0.09765774,0.07970637,0.002956254,1537.5876985238351,193102.06004686924,2054.529510695353,145776.74136690114,3495.51500643489,1827899.5217823065,0.056141769987432324,0.0017222051542408522,-4.5802295e-05,0.006933582,-0.00019829582,0.0010528732,83.35433467741936,-252.49301,2874.3135,104.93711,603.67615,15.332313,662.78564,42.66697,163.33046,6.783058,93.031334,21.605682,117.29708,-1.297841,73.32649,5.675408,100.60262,-16.632635,125.6936,12.173101,123.52713,-1.9472849,52.001038,1.9508443,64.87307,-0.8903192,48.805714,7.7705235,71.56358,2.380243,101.957115,1.7754055,93.13485,1.3253622,132.1228,3.6095116,182.3673,4.907691,151.66177,-2.6554596,96.436646,0.0014776174,2.3077114e-06,blues
blues.00019.wav,661794,0.2573248,0.0959633,0.09765975,0.0025750913,1195.4703757774469,249522.941160882,1481.3188804548597,46970.54320427834,2235.264725474913,1208028.7244568255,0.05888603900812065,0.001798326376787047,-2.591918e-05,0.0065980675,-0.00016676566,0.0025780827,123.046875,-236.65675,5578.5137,138.40926,536.37305,-4.9129105,1166.8633,47.629177,312.34647,5.1842003,467.41696,8.876615,91.732956,0.5138147,97.68893,-3.804674,159.38942,-14.988871,77.45317,10.417068,104.73163,-0.33363807,134.61607,0.77598476,80.59162,1.7773185,77.99487,4.2329874,73.67293,-0.4678415,63.295425,-6.1052146,80.70592,-5.390519,95.49255,-1.3412131,92.58078,-3.7230184,72.48702,-4.3647776,66.89279,0.00064158934,8.956085e-07,blues
blues.00020.wav,661794,0.30261162,0.09432913,0.07547449,0.0024986234,1390.3015575567933,102976.48428493673,1911.3145801760027,88916.80173303433,3006.1717163935614,945949.5195886401,0.05258634232405259,0.000616229079623275,-5.7689654e-06,0.004551549,-8.906895e-05,0.001486271,135.99917763157896,-230.35765,2988.2449,127.07833,397.44427,7.1234465,601.991,39.7749,175.59006,1.9210495,117.34489,17.411781,100.19036,-5.619415,79.66809,8.249394,69.28322,-18.116888,60.202236,13.835064,72.88883,-3.769932,71.59857,2.5720189,74.637665,-4.3183455,62.68773,6.8063765,61.942165,-6.167102,60.681633,-6.1987495,50.11454,-4.5001836,52.987198,-1.8223381,73.48465,-0.51710016,94.666916,1.5099173,73.787224,0.0016522411,1.8283453e-06,blues
blues.00021.wav,661794,0.32110038,0.10329229,0.10113208,0.003228397,1046.5500105240208,291480.2783535923,1481.0580892453977,70086.82817114572,1830.330592463022,1349215.1357746774,0.047907452387857694,0.0023313094290948392,-6.2953914e-06,0.008323918,-7.877251e-05,0.0022107905,99.38401442307692,-264.7226,6342.3843,138.86845,1001.5816,11.194063,1285.5013,48.50426,371.82602,14.930757,248.82497,20.580284,130.03458,3.2070086,119.9564,1.2489557,104.48497,-15.846457,95.33415,15.978459,85.213806,3.3691328,79.07026,-1.5108067,72.017555,1.9059253,70.17162,6.3283806,68.47446,-0.9933916,82.16234,-2.4194524,89.54292,-3.6802154,93.90776,0.49150068,119.286835,5.041454,117.80479,-0.7768497,148.47395,0.000396457,3.3907693e-07,blues
blues.00022.wav,661794,0.30653682,0.097999975,0.11342585,0.0036856325,1155.781220867788,314209.29217645945,1497.9642587628875,59015.188359968946,2169.033055847593,1332253.5737815758,0.05856995903422274,0.0028679686061733804,-5.736503e-06,0.009843897,-5.360644e-05,0.0031948513,99.38401442307692,-233.95625,6508.546,136.1457,959.8068,3.324411,1163.3109,48.92853,384.2574,8.715444,304.41174,13.966022,166.2253,5.3665967,105.6846,0.39953962,127.88022,-13.469852,151.46454,16.877718,82.47952,5.1480913,114.52392,-2.2498207,77.49278,3.9479077,66.11288,5.316488,83.24188,0.810559,101.0047,-1.1070808,80.26474,-4.55648,78.79222,-2.4307842,100.34253,3.3248355,119.322556,-0.60244745,143.32776,0.0004217367,2.0182378e-07,blues
blues.00023.wav,661794,0.28082266,0.09115665,0.102035165,0.003565879,1209.9878628924062,131778.3725562394,1497.6915639530437,51624.60782262384,2521.741260785238,610094.041455844,0.052467009860788866,0.0010877847348502296,-2.3633076e-05,0.008690364,-0.00011536331,0.0021105704,95.703125,-227.22534,4149.078,137.78807,507.42242,-14.499568,1245.026,63.56093,211.4546,5.6176677,153.07576,11.958148,95.86118,1.9079684,100.847115,-1.8893869,87.952545,-7.6042166,97.24584,-2.4732885,98.32053,-2.8910103,104.11446,-9.433393,87.89507,-10.929217,116.04698,3.5694757,69.01757,4.1498003,77.31848,0.088809066,45.26386,-2.9859653,66.98235,-1.386169,82.63555,7.541378,93.39369,-3.0357234,74.014465,0.00054828974,3.3577857e-07,blues
blues.00024.wav,661794,0.26311222,0.09999285,0.08694727,0.0025105595,1120.0194669331925,176458.38354515223,1447.8898990912112,53783.80603954127,2323.820647839327,1140579.4042218493,0.04727604770881671,0.0010789939313289771,-6.315773e-06,0.006556988,-9.88299e-05,0.001711179,103.359375,-274.3658,5918.5347,130.41125,500.31244,-6.3512874,1343.7721,70.40299,311.13885,13.269728,230.35889,9.473776,155.54794,7.7353296,121.562065,-1.2349664,150.26642,-0.57239026,94.13539,-2.3033547,68.8745,3.773516,76.87063,0.075612314,73.609436,-0.9389718,126.63775,2.2962255,63.161972,4.2941175,69.61574,-1.6612144,47.8708,-10.4394245,49.083866,-6.793103,39.41694,-1.0657779,44.219112,-1.583887,83.63672,0.00032242344,1.6735089e-07,blues
blues.00025.wav,661794,0.29095975,0.091075696,0.08921522,0.0031132218,1109.3527843880802,138699.68824639297,1463.217701555025,37692.267055427365,2243.3417583562937,838237.5909233721,0.051697390999613305,0.0013392659740276058,-8.261287e-06,0.0067512724,-2.327238e-06,0.0017114934,92.28515625,-249.28456,3980.261,131.00468,338.3416,0.67143536,1579.1261,66.70394,298.37003,17.914803,183.41812,4.6216865,173.21458,6.6131053,96.463455,1.2425213,98.25904,1.4125671,75.658745,-1.5898085,91.906906,-0.9819217,101.57367,-3.575791,85.14087,-2.9269552,86.282974,4.600675,62.42063,7.480606,91.65933,-0.1875319,100.648964,-2.8234692,87.40758,-2.6753805,77.59825,0.7406137,76.06105,-0.53098303,67.63002,0.00039991818,9.609196e-08,blues
blues.00026.wav,661794,0.27837846,0.09501467,0.07711019,0.005945713,1198.4590845429223,161879.86399984197,1573.5002754703662,84832.42179442021,2477.275945747535,994270.4002301504,0.05197268646075019,0.001486869460338792,-3.196859e-05,0.008413441,-6.37e-05,0.0019180679,83.35433467741936,-284.8484,6201.4165,108.749565,676.8225,9.129683,1447.7322,51.251316,294.61502,18.123716,210.46512,7.6327777,181.73894,8.775374,121.51289,2.3653817,103.18893,0.019261053,93.41173,2.2369275,106.5564,4.190629,84.3826,-3.3045807,97.56176,1.6140482,68.65952,2.6918643,74.71232,3.376128,93.72638,3.2927868,116.54695,-4.524483,138.13705,0.49672043,105.84722,5.921975,140.87149,3.2145398,170.07881,0.00045461653,2.7353164e-07,blues
blues.00027.wav,661794,0.28870732,0.094127804,0.09581015,0.002195352,1391.8419520071109,200234.03074303086,1494.954574989432,43476.23437848083,2811.698414388776,541206.8790100182,0.07241441294470224,0.002545686800946762,-1.5245245e-05,0.0077411504,-8.7636974e-05,0.0015236944,95.703125,-228.16708,2816.1172,130.33966,688.7938,-23.310709,927.4036,70.20022,397.60617,1.1293262,181.88542,7.589114,153.77054,0.90339565,100.21764,1.9944433,88.25129,-6.1588445,61.873272,-9.380717,86.13019,-2.563575,107.85979,-4.5218472,58.946793,-0.26998648,67.747826,0.17045103,57.07415,-1.5287302,79.63384,1.467687,80.53346,-6.9808435,65.04221,-8.324486,91.81678,4.2408886,119.639046,0.99173754,132.02054,0.00045088143,1.9887668e-07,blues
blues.00028.wav,661794,0.2761555,0.09887333,0.099666774,0.004145586,1115.7282019411243,105720.79788882258,1399.09682547641,52928.586996747916,2290.6465251595127,637938.2803918109,0.04801998743232792,0.0008165978609675527,-8.8784526e-07,0.008189265,-3.0167435e-05,0.0026170597,103.359375,-248.96225,4966.483,139.03177,398.82312,-16.240025,1162.8214,57.116196,330.33997,20.192362,158.13742,10.160373,133.12782,4.576075,124.906204,0.3379243,118.206276,-7.862825,69.81451,-3.470246,68.55309,-2.648825,79.34393,-2.8426704,66.66246,-0.8947748,95.32531,-2.4133794,55.16247,2.5705972,62.179897,-5.8710003,46.673653,-12.412888,56.075768,-7.302002,37.48431,-0.9235853,48.44082,-2.6985795,86.766945,0.00037265514,2.0548951e-07,blues
blues.00029.wav,661794,0.28035656,0.10562122,0.12473648,0.004812354,1648.8351694525165,712342.5937978833,2189.9858650908577,185296.92135083294,3759.8921136347158,4161772.395261595,0.05289486961040216,0.0032474412544681052,-4.683093e-06,0.016765734,5.6430133e-07,0.0013190354,129.19921875,-233.7151,3684.3936,101.19902,885.5329,17.6509,375.35132,23.740637,219.33778,2.0798852,227.54445,25.938902,135.66685,-16.969044,338.92712,15.079571,113.66489,-22.277378,98.267494,4.3853855,122.71053,-23.19758,167.47272,-6.0366454,81.79372,-5.0570984,80.93866,1.0690376,99.92672,-5.7785144,88.89911,-8.310135,84.20838,-11.384393,98.33401,-6.7234993,96.62772,-10.013582,74.16297,-14.02613,77.93146,0.0014890776,1.4744877e-05,blues
blues.00030.wav,661794,0.26319388,0.094372906,0.17006207,0.0031879544,1379.189381936241,550980.4017765276,2004.2106632642003,269867.23465612327,3016.513649216937,4575644.369918288,0.039366118039443156,0.0009455695718301325,2.563699e-06,0.027215544,5.4128077e-06,0.0015360211,143.5546875,-206.93811,2028.0375,117.79184,763.6229,23.264994,281.47882,28.300047,261.2689,-1.102283,195.8452,18.867184,160.95805,-21.971611,212.37955,17.848024,137.24724,-25.590239,200.21196,2.1351042,103.09597,-17.777298,73.1921,-8.0105915,60.41632,-17.620142,72.72475,-8.120075,86.02361,-8.628885,115.7079,-15.540495,85.73158,-15.332039,78.006065,-9.656509,97.27881,-10.089768,55.413868,-17.82688,91.00836,0.00069825986,3.080955e-06,blues
blues.00031.wav,661794,0.25355324,0.09925141,0.15151764,0.0031898916,1330.715617463902,352281.54327600455,1973.4105377017263,234462.80563857523,2898.7888132613107,3710386.844401176,0.04294722484048724,0.0010961764349717974,-1.3481479e-06,0.023249941,2.4782205e-06,0.0008496036,151.99908088235293,-221.84349,2512.237,110.852425,586.2338,18.63755,190.40268,30.92843,180.59541,3.2962282,221.2483,22.589956,100.584015,-20.406555,318.59976,12.122969,114.50913,-26.330458,109.098885,-4.354131,102.091064,-26.383854,129.06299,-13.032196,107.72878,-12.655036,146.30841,-1.8158432,95.09809,-7.2590013,110.83112,-6.6609855,108.91045,-14.688093,103.1732,-11.713449,115.84201,-11.024652,118.473366,-13.389859,98.52964,0.0005796188,3.4389825e-06,blues
blues.00032.wav,661794,0.2762448,0.09736711,0.101321355,0.003950803,1309.3824080697561,756062.6123472512,1883.042903228775,284143.6637349432,2763.1862560723607,4687546.708614083,0.03938839846771075,0.003158095633297049,2.1873464e-06,0.012840683,-1.4512653e-06,0.00044651478,123.046875,-288.7151,5322.6924,105.92636,830.84125,18.81995,434.69104,23.674461,342.63055,5.700168,380.94308,25.559086,163.94846,-13.450494,228.05196,12.429512,125.701866,-11.961186,196.88226,1.589508,132.37466,-15.62307,126.55832,-6.638755,82.04121,-11.685788,102.97861,-2.935766,105.32903,-7.378426,82.16204,-15.693846,54.52997,-10.9572935,61.38427,-10.879779,45.18469,-18.501955,55.886143,-19.117844,75.344734,0.0012302329,1.6349575e-05,blues
